frame,time,type,name,concentration
247,123.5,RNAP,RNAP,1.0
248,124.0,topo,topoI,0.25
248,124.0,topo,gyrase,0.0
248,124.0,RNAP,RNAP,1.0
249,124.5,topo,topoI,0.25
249,124.5,topo,gyrase,0.0
249,124.5,RNAP,RNAP,1.0
250,125.0,topo,topoI,0.25
250,125.0,topo,gyrase,0.0
250,125.0,RNAP,RNAP,1.0
251,125.5,topo,topoI,0.25
251,125.5,topo,gyrase,0.0
251,125.5,RNAP,RNAP,1.0
252,126.0,topo,topoI,0.25
252,126.0,topo,gyrase,0.0
252,126.0,RNAP,RNAP,1.0
